Order_ID,Date,Month,Quarter,Region,City,Category,Sub_Category,Product,Sales_Rep,Sales_Channel,Customer_ID,Customer_Segment,Customer_Age,Customer_Gender,Units_Sold,Unit_Price,Discount_Pct,Tax_Rate,Shipping_Cost,Payment_Method,Customer_Rating,Return_Flag,Delivery_Days,Revenue,Profit
ORD10671,2023-03-02,March,Q1,South,Mumbai,Electronics,Cameras,Product_117,Diana,In-Store,CUST1138,Corporate,29.0,Male,165.0,563.32,0.43,0.06,45.87,Credit Card,1.2,No,8.0,52980.25,16298.73
ORD12479,2022-01-28,January,Q1,North,,Sports,Team Sports,Product_68,Fiona,Mobile App,CUST7916,Wholesale,57.0,Male,68.0,1277.02,0.45,0.06,92.45,Cash,2.7,No,12.0,47760.55,12621.99
ORD13441,2022-11-17,November,Q4,West,Bangalore,Clothing,Sportswear,Product_127,Julia,Mobile App,CUST3061,Corporate,22.0,Male,71.0,1000.32,0.36,0.15,,Cash,4.0,No,11.0,45454.54,13732.81
ORD10595,2022-03-16,March,Q1,Central,Pune,Sports,Team Sports,Product_66,Bob,Mobile App,CUST7938,Wholesale,72.0,Male,96.0,867.4,0.25,0.07,106.37,Cash,1.2,No,14.0,62452.8,19730.01
ORD11563,2022-03-03,March,Q1,South,,Furniture,Outdoor,Product_45,Bob,Online,CUST3788,Wholesale,45.0,Female,47.0,1292.86,0.11,0.18,65.97,Debit Card,4.6,No,14.0,54080.33,18342.19
ORD13984,2022-05-17,May,Q2,Central,Chennai,Automotive,Car Care,Product_114,Ethan,Partner,CUST3828,Corporate,26.0,Male,102.0,716.7,0.34,0.13,107.98,UPI,1.1,No,5.0,48248.24,15554.8
ORD11925,2022-11-13,November,Q4,Central,Chennai,Electronics,Laptops,Product_136,George,Mobile App,CUST7769,Retail,47.0,Other,93.0,686.2,0.05,0.09,100.59,Wallet,3.8,No,13.0,60625.77,3139.92
ORD12009,2023-10-17,October,Q4,North,Delhi,Beauty,Fragrance,Product_156,Bob,Online,CUST1940,Retail,49.0,Female,134.0,460.21,0.26,0.06,95.53,Cash,1.8,Yes,9.0,45634.42,11311.59
ORD12322,2023-07-13,July,Q3,West,Chennai,Furniture,Living Room,Product_100,Julia,Online,CUST5203,VIP,65.0,Male,26.0,1062.89,0.22,0.13,108.67,Credit Card,1.8,No,14.0,21555.41,7129.66
ORD13481,2023-07-05,July,Q3,West,Pune,Clothing,Women,Product_126,Diana,Partner,CUST2778,Wholesale,49.0,Other,62.0,373.29,0.12,0.14,149.87,Wallet,1.6,No,12.0,20366.7,8808.06
ORD11833,2022-12-13,December,Q4,North,Kolkata,Clothing,Men,Product_179,Ethan,Telephone,CUST8314,Retail,74.0,Male,96.0,1395.6,0.37,0.12,14.99,Debit Card,4.8,No,12.0,84405.89,14035.01
ORD12572,2023-03-29,March,Q1,North,Hyderabad,Clothing,Winter,Product_32,George,Telephone,CUST2505,Wholesale,32.0,Female,85.0,266.3,0.11,0.15,9.6,Credit Card,1.9,No,10.0,20145.6,4583.82
ORD12665,2023-02-20,February,Q1,North,Mumbai,Electronics,Mobiles,Product_106,Hannah,Partner,CUST6564,Corporate,47.0,Other,162.0,220.09,0.35,0.12,127.64,UPI,3.1,No,7.0,23175.48,6117.96
ORD11756,2022-07-01,July,Q3,North,Hyderabad,Toys,Board Games,Product_152,Bob,Online,CUST4016,VIP,47.0,Male,62.0,1113.73,0.13,0.07,66.17,Wallet,3.0,Yes,5.0,60074.6,25276.32
ORD11559,2022-04-09,April,Q2,South,Lucknow,Sports,Water Sports,Product_158,Julia,Mobile App,CUST2261,VIP,69.0,Male,59.0,515.16,0.17,0.18,36.62,UPI,2.9,No,6.0,25227.39,7186.8
ORD10050,2023-07-04,July,Q3,West,Lucknow,Beauty,Haircare,Product_144,Fiona,Mobile App,CUST3461,Wholesale,21.0,Male,18.0,646.27,0.34,0.1,15.05,Wallet,1.8,No,3.0,7677.69,1644.65
ORD10063,2022-02-16,February,Q1,North,Ahmedabad,Groceries,Bakery,Product_17,George,Online,CUST7057,Corporate,21.0,Female,199.0,509.12,0.21,0.16,31.72,Debit Card,3.4,No,4.0,80038.76,6362.89
ORD13926,2022-10-17,October,Q4,South,Chennai,Groceries,Snacks,Product_64,Alice,Partner,CUST9362,Retail,18.0,Male,175.0,103.42,0.4,0.09,43.61,Debit Card,2.3,No,,10859.1,4492.08
ORD10330,2022-03-24,March,Q1,West,Pune,Beauty,Fragrance,Product_8,George,In-Store,CUST3995,Wholesale,66.0,Female,33.0,706.32,0.21,0.09,36.51,Wallet,3.9,No,12.0,18413.76,7235.8
ORD14237,2023-08-27,August,Q3,North,Chennai,Furniture,Bedroom,Product_67,George,Mobile App,CUST6231,VIP,59.0,Female,134.0,997.28,0.13,0.11,148.49,UPI,2.6,Yes,6.0,116262.9,41597.34
ORD10575,2023-11-06,November,Q4,North,Bangalore,Electronics,Mobiles,Product_195,Alice,Telephone,CUST8458,VIP,56.0,Male,162.0,896.14,0.4,0.13,12.99,Credit Card,4.1,No,5.0,87104.81,
ORD14176,2023-08-05,August,Q3,North,Kolkata,Toys,Board Games,Product_114,Charlie,Online,CUST8216,Wholesale,65.0,Female,172.0,870.8,0.18,0.06,148.93,Credit Card,1.0,Yes,2.0,122817.63,52395.99
ORD14772,2022-01-19,January,Q1,,Mumbai,Electronics,Mobiles,Product_36,Charlie,Telephone,CUST2834,Corporate,,Female,35.0,705.35,0.1,0.15,53.85,Net Banking,3.0,No,14.0,22218.52,1361.24
ORD10051,2022-05-08,May,Q2,,Kolkata,Beauty,Haircare,Product_146,Ivan,Partner,CUST2879,VIP,29.0,Male,132.0,813.65,0.01,0.05,22.24,Net Banking,3.6,No,10.0,106327.78,26751.3
ORD10265,2023-11-01,November,Q4,Central,Bangalore,Electronics,Tablets,Product_166,Alice,Mobile App,CUST5748,VIP,69.0,Male,129.0,753.04,0.32,0.08,2.88,Net Banking,1.6,No,11.0,66056.67,21741.1
ORD13998,2023-02-07,February,Q1,Central,Chennai,Toys,Board Games,Product_139,Ivan,Online,CUST3864,VIP,47.0,Female,16.0,909.58,0.22,0.14,29.58,Net Banking,,No,6.0,11351.56,4647.16
ORD12695,2023-11-15,November,Q4,South,Delhi,Furniture,Office,Product_108,George,Partner,CUST1433,Corporate,59.0,Other,52.0,850.95,0.03,0.17,103.14,Net Banking,4.7,No,3.0,42921.92,7227.93
ORD13634,2022-11-27,November,Q4,North,Jaipur,Beauty,Skincare,Product_105,Alice,In-Store,CUST1910,Corporate,,Female,177.0,1217.6,0.15,0.09,11.87,Net Banking,2.2,Yes,,183187.92,13942.21
ORD11179,2022-06-05,June,Q2,South,Bangalore,Beauty,Skincare,Product_159,Ethan,Mobile App,CUST1450,VIP,41.0,Other,86.0,307.43,0.39,0.06,131.23,Debit Card,1.0,No,1.0,16127.78,6227.94
ORD13367,2022-03-29,March,Q1,Central,Lucknow,Furniture,Living Room,Product_65,Fiona,Telephone,CUST9848,Retail,24.0,Female,94.0,1133.62,0.06,0.16,122.34,Net Banking,3.8,No,11.0,100166.66,5876.98
ORD11302,2023-05-24,May,Q2,Central,Lucknow,Furniture,Living Room,Product_152,Charlie,Telephone,CUST2501,Corporate,55.0,Male,150.0,1195.38,0.09,0.09,10.78,Cash,1.1,No,4.0,163169.37,17784.45
ORD12825,2022-06-08,June,Q2,North,Bangalore,Furniture,Kitchen,Product_120,Ivan,Mobile App,CUST7971,Corporate,71.0,Male,36.0,203.04,0.34,0.13,148.1,Wallet,3.6,No,7.0,4824.23,1229.85
ORD13444,2023-09-18,September,Q3,North,Chennai,Furniture,Kitchen,Product_35,Charlie,Online,CUST3486,Wholesale,58.0,Male,124.0,510.31,0.19,0.06,77.22,Wallet,5.0,Yes,12.0,51255.54,22081.71
ORD13369,2022-05-26,May,Q2,South,Mumbai,Automotive,Parts,Product_24,Alice,Telephone,CUST8033,Corporate,68.0,Female,91.0,364.03,,0.15,0.04,UPI,1.1,Yes,3.0,26170.12,3322.06
ORD13889,2022-04-29,April,Q2,East,Chennai,Beauty,Skincare,Product_164,Alice,In-Store,CUST5412,Wholesale,,Male,70.0,506.74,0.29,0.17,68.66,Debit Card,3.8,No,10.0,25184.98,11004.58
ORD11683,2023-05-25,May,Q2,South,Delhi,Beauty,Fragrance,Product_96,,Online,CUST9101,Wholesale,34.0,Female,93.0,453.35,0.3,0.08,116.13,Cash,3.5,No,2.0,29513.08,2157.24
ORD12075,2022-03-06,March,Q1,West,Hyderabad,Automotive,Electronics,Product_136,Charlie,Online,CUST6495,Wholesale,62.0,Male,135.0,439.86,0.24,0.13,27.39,Debit Card,2.9,No,6.0,45129.64,12499.13
ORD13384,2022-03-10,March,Q1,Central,Mumbai,Sports,Outdoor,Product_80,Ethan,Telephone,CUST8936,Corporate,47.0,Female,87.0,1061.67,0.08,0.13,147.27,Credit Card,4.1,Yes,6.0,84976.07,10346.36
ORD14973,2023-11-02,November,Q4,West,Ahmedabad,Groceries,Bakery,Product_80,George,In-Store,CUST7069,Corporate,37.0,Female,21.0,567.59,0.16,0.15,102.33,Net Banking,2.2,Yes,2.0,10012.29,3840.24
ORD12978,2023-07-21,July,Q3,North,Chennai,Beauty,Fragrance,Product_46,Ethan,Telephone,CUST8880,Corporate,49.0,Other,174.0,217.56,0.04,0.13,97.44,Debit Card,1.6,No,1.0,36341.22,6909.79
ORD10432,2022-04-25,April,Q2,Central,Pune,Furniture,Outdoor,Product_30,Ethan,In-Store,CUST6056,Corporate,21.0,Other,63.0,1311.74,0.42,0.11,90.32,Net Banking,1.3,No,4.0,47930.98,3777.67
ORD12956,2023-07-01,July,Q3,East,,Groceries,Bakery,Product_37,Bob,Mobile App,CUST5316,Corporate,26.0,Male,181.0,733.63,0.17,0.15,104.57,Credit Card,4.2,No,2.0,110213.23,10095.91
ORD14050,2023-04-09,April,Q2,North,Chennai,Sports,Outdoor,Product_125,Ivan,Mobile App,CUST4848,Retail,26.0,Other,178.0,1358.85,0.03,0.09,80.33,Credit Card,1.5,No,9.0,,96131.35
ORD13118,2022-05-28,May,Q2,West,Kolkata,Automotive,Electronics,Product_87,Ethan,In-Store,CUST5917,VIP,46.0,Male,184.0,1214.16,0.03,0.16,62.28,UPI,4.2,No,1.0,216703.28,68366.06
ORD11007,2022-05-26,May,Q2,West,Kolkata,Electronics,Tablets,Product_80,Hannah,In-Store,CUST3157,Retail,36.0,Female,59.0,667.34,0.34,0.12,108.6,UPI,4.4,No,4.0,25986.22,1867.61
ORD12144,2023-11-19,November,Q4,Central,Pune,Automotive,Car Care,Product_93,George,Mobile App,CUST9851,Retail,35.0,Female,5.0,1417.34,0.39,0.1,125.21,Cash,3.0,No,3.0,4322.89,987.91
ORD10010,2022-03-31,March,Q1,West,Jaipur,Beauty,Haircare,Product_44,Charlie,Telephone,CUST9447,Retail,44.0,Male,75.0,757.18,0.2,0.13,76.37,Wallet,2.2,No,11.0,45430.8,10941.14
ORD12846,2022-02-15,February,Q1,North,Kolkata,Electronics,Laptops,Product_50,Bob,In-Store,CUST3240,Corporate,66.0,Male,144.0,1311.15,0.13,0.08,121.48,Debit Card,1.1,No,7.0,164260.87,14206.22
ORD13304,2023-03-10,March,Q1,South,Ahmedabad,Beauty,Haircare,Product_175,Ivan,In-Store,CUST2768,Wholesale,49.0,Female,129.0,200.3,0.27,0.14,64.9,Net Banking,3.3,No,8.0,18862.25,6117.12
ORD11081,2023-06-11,June,Q2,South,Pune,Groceries,Organic,Product_6,Diana,Partner,CUST9714,Wholesale,70.0,Other,130.0,231.39,0.33,0.06,25.78,Cash,4.2,No,14.0,20154.07,4880.04
ORD10794,2023-10-26,October,Q4,West,Bangalore,Automotive,Accessories,Product_167,Hannah,Partner,CUST1969,Corporate,51.0,Male,86.0,1395.95,0.35,0.13,56.86,Debit Card,3.0,No,1.0,78033.6,15020.0
ORD13160,2023-08-23,August,Q3,West,Kolkata,Toys,Outdoor,Product_83,Diana,Online,CUST8396,Retail,23.0,Male,169.0,779.72,0.0,0.14,113.32,Net Banking,4.0,No,6.0,131772.68,36328.76
ORD12250,2023-08-12,August,Q3,Central,Lucknow,Groceries,Organic,Product_140,Ethan,Partner,CUST9733,Retail,45.0,Other,113.0,330.29,0.38,0.08,23.65,Net Banking,4.7,No,14.0,23140.12,4275.32
ORD14627,2023-01-19,January,Q1,Central,Lucknow,Clothing,Kids,Product_133,George,Online,CUST9360,Retail,45.0,Other,6.0,1359.39,,0.12,127.31,Wallet,1.0,No,5.0,6443.51,2064.43
ORD13529,2022-04-26,April,Q2,East,Mumbai,Furniture,Bedroom,Product_89,Bob,Partner,CUST7713,VIP,71.0,Male,92.0,1159.54,0.06,0.12,47.13,Net Banking,4.6,No,12.0,100277.02,41820.39
ORD14969,2023-03-28,March,Q1,Central,Chennai,Electronics,Tablets,Product_38,Alice,Partner,CUST7109,VIP,65.0,Male,85.0,1444.36,0.27,0.17,100.63,Net Banking,2.0,Yes,4.0,89622.54,22385.11
ORD14587,2023-11-25,November,Q4,East,Pune,Automotive,Parts,Product_164,Julia,Partner,CUST1009,Wholesale,54.0,Other,162.0,1346.46,0.38,0.15,53.17,Wallet,1.9,No,,135238.44,37934.29
ORD11083,2023-11-05,November,Q4,Central,Pune,Electronics,Accessories,Product_130,Bob,In-Store,CUST1620,Corporate,64.0,Male,168.0,904.7,0.36,0.1,28.94,Wallet,4.2,Yes,12.0,97273.34,21719.92
ORD10771,2023-01-20,January,Q1,North,Ahmedabad,Groceries,Beverages,Product_140,Ivan,Telephone,CUST5200,Retail,18.0,Other,35.0,47.84,0.23,0.13,140.03,Credit Card,3.8,No,2.0,1289.29,288.49
ORD10767,2022-01-27,January,Q1,South,Pune,Furniture,Office,Product_127,Fiona,Partner,CUST7163,Wholesale,68.0,Male,161.0,80.68,0.3,0.1,96.99,Debit Card,1.0,No,2.0,9092.64,2839.16
ORD11211,2023-05-15,May,Q2,West,,Automotive,Tools,Product_34,Charlie,Partner,CUST1928,Wholesale,29.0,Female,27.0,372.54,0.28,0.12,9.46,Credit Card,2.4,No,8.0,7242.18,1083.18
ORD10618,2023-07-25,July,Q3,North,Chennai,Sports,Cycling,Product_116,Ivan,Online,CUST1636,Wholesale,24.0,Other,100.0,83.88,0.06,0.16,18.49,Wallet,4.2,Yes,12.0,7884.72,1092.66
ORD12241,2023-09-19,September,Q3,Central,Hyderabad,Clothing,Winter,Product_114,Fiona,Telephone,CUST2888,Wholesale,31.0,Male,55.0,1016.92,0.32,0.11,89.33,Credit Card,2.6,No,6.0,38032.81,9150.43
ORD13872,2023-08-14,August,Q3,North,Chennai,Electronics,Tablets,Product_151,Ivan,Mobile App,CUST6259,Wholesale,45.0,Other,149.0,1168.88,0.32,0.14,4.94,Net Banking,2.4,No,1.0,118430.92,31869.78
ORD12088,2023-04-30,April,Q2,East,Ahmedabad,Sports,Fitness,Product_11,Alice,Mobile App,CUST8338,Wholesale,58.0,Female,20.0,517.82,0.22,0.05,144.57,Net Banking,4.6,No,9.0,8077.99,2047.78
ORD11417,2022-08-11,August,Q3,East,Jaipur,Electronics,Tablets,Product_68,Ivan,Partner,CUST1514,Wholesale,23.0,Male,37.0,1434.66,0.1,0.14,77.09,Wallet,3.7,Yes,3.0,47774.18,12317.89
ORD11992,2022-03-23,March,Q1,North,Hyderabad,Automotive,Car Care,Product_58,Ethan,Mobile App,CUST8863,Wholesale,43.0,Female,150.0,1403.41,0.19,0.18,77.08,Net Banking,4.3,No,10.0,170514.32,41445.38
ORD14862,2023-06-08,June,Q2,North,Lucknow,Clothing,Men,Product_94,Hannah,Telephone,CUST7914,Corporate,38.0,Other,132.0,1041.29,0.29,0.14,106.31,Wallet,2.7,No,3.0,97589.7,27529.42
ORD10290,2022-01-16,January,Q1,South,Ahmedabad,Groceries,Bakery,Product_4,George,In-Store,CUST1644,VIP,20.0,Male,131.0,861.05,0.12,0.18,1.22,Credit Card,1.2,Yes,11.0,99261.84,28225.39
ORD12811,2022-08-17,August,Q3,North,Jaipur,Toys,Educational,Product_124,Diana,Telephone,CUST6184,VIP,73.0,Other,64.0,1309.23,0.3,0.15,70.84,Wallet,1.2,No,12.0,58653.5,14458.4
ORD13812,2023-09-23,September,Q3,South,Chennai,Toys,Educational,Product_89,Ivan,In-Store,CUST6294,VIP,55.0,Female,69.0,1151.32,0.39,0.15,67.4,Net Banking,3.4,No,10.0,48459.06,8349.4
ORD13705,2022-04-02,April,Q2,Central,Jaipur,Clothing,Sportswear,Product_82,Julia,Telephone,CUST4309,Wholesale,54.0,Female,119.0,1211.03,0.03,0.06,10.32,Cash,3.3,Yes,1.0,139789.19,11535.86
ORD12443,2024-01-01,January,Q1,South,Bangalore,Groceries,Beverages,Product_83,Diana,Mobile App,CUST3679,Wholesale,64.0,Male,69.0,280.45,0.18,0.07,61.09,UPI,3.2,No,3.0,15867.86,4237.17
ORD12290,2022-11-07,November,Q4,East,Chennai,Groceries,Dairy,Product_6,Bob,In-Store,CUST2617,Corporate,50.0,Other,23.0,444.41,0.35,0.06,31.74,UPI,3.9,Yes,14.0,6643.93,570.05
ORD13210,2022-03-28,March,Q1,South,Chennai,Toys,Outdoor,Product_63,Diana,Telephone,CUST6817,VIP,58.0,Female,99.0,1324.25,0.23,0.14,119.36,Cash,1.6,No,8.0,100947.58,22941.44
ORD14393,2022-10-03,October,Q4,Central,Ahmedabad,Automotive,Car Care,Product_119,George,Online,CUST6079,Wholesale,59.0,Male,187.0,804.16,0.11,0.12,48.15,Net Banking,2.4,No,14.0,133836.35,23600.15
ORD12343,2022-05-28,May,Q2,Central,Chennai,Electronics,Accessories,Product_34,Ethan,In-Store,CUST5604,VIP,60.0,Male,123.0,249.21,0.3,0.11,39.53,Net Banking,3.1,Yes,8.0,,6072.11
ORD10219,2022-05-04,May,Q2,East,Hyderabad,Clothing,Women,Product_166,Bob,Telephone,CUST9291,Corporate,29.0,Female,87.0,619.73,0.22,0.11,18.23,UPI,3.2,No,2.0,,4574.53
ORD11586,2022-08-18,August,Q3,Central,Jaipur,Beauty,Haircare,Product_177,Diana,Telephone,CUST4178,Retail,72.0,Female,187.0,465.19,0.5,0.12,2.53,UPI,4.7,No,12.0,43495.26,10190.05
ORD10743,2022-09-11,September,Q3,North,Mumbai,Clothing,Women,Product_120,Ivan,Mobile App,CUST7789,Retail,69.0,Male,185.0,464.29,0.3,0.08,92.44,Net Banking,1.3,Yes,7.0,60125.56,3951.06
ORD11867,2023-07-27,July,Q3,West,Lucknow,Clothing,Men,Product_139,Fiona,In-Store,CUST4106,VIP,55.0,Female,99.0,839.47,0.26,0.17,35.45,UPI,4.5,No,6.0,61499.57,15686.36
ORD10052,2023-01-23,January,Q1,South,Lucknow,Sports,Water Sports,Product_11,Julia,Telephone,CUST1022,Retail,42.0,Other,89.0,1046.16,0.21,0.06,105.31,Debit Card,2.6,No,10.0,73555.51,32135.03
ORD11865,2022-03-28,March,Q1,North,Bangalore,Beauty,Haircare,Product_50,Alice,Mobile App,CUST5523,Corporate,59.0,Other,29.0,659.39,0.22,0.08,21.01,Debit Card,4.4,No,8.0,14915.4,6347.34
ORD12875,2022-06-29,June,Q2,East,Mumbai,Automotive,Car Care,Product_162,Julia,Telephone,CUST6939,Corporate,25.0,Female,12.0,732.29,0.02,0.13,11.1,Cash,1.0,No,14.0,8611.73,3708.65
ORD10668,2022-12-05,December,Q4,South,Ahmedabad,Automotive,Car Care,Product_107,Bob,Telephone,CUST6144,Retail,32.0,Female,194.0,1251.3,0.31,0.11,61.24,Credit Card,4.0,Yes,4.0,167499.02,22680.61
ORD10096,2023-07-25,July,Q3,Central,Kolkata,Furniture,Office,Product_173,George,Partner,CUST3022,VIP,30.0,Male,124.0,1206.29,0.01,0.18,60.68,Debit Card,4.1,No,8.0,148084.16,35084.83
ORD14941,2023-05-05,May,Q2,West,Chennai,Groceries,Organic,Product_73,Bob,Partner,CUST9914,VIP,29.0,Female,164.0,1456.5,0.31,0.07,61.55,Wallet,3.9,No,12.0,164817.54,39712.12
ORD14924,2022-06-24,June,Q2,East,Kolkata,Electronics,Accessories,Product_154,Charlie,Telephone,CUST1376,Wholesale,33.0,Male,188.0,424.29,0.26,0.06,14.31,Wallet,3.8,Yes,5.0,59027.22,12328.35
ORD12307,2022-01-30,January,Q1,East,Jaipur,Beauty,Fragrance,Product_155,Diana,Online,CUST2815,Corporate,44.0,Female,93.0,856.11,0.15,0.13,8.71,UPI,1.8,No,14.0,67675.5,25049.15
ORD14952,2023-08-28,August,Q3,Central,Kolkata,Sports,Water Sports,Product_106,Bob,Partner,CUST9488,Retail,43.0,Other,186.0,564.04,0.05,0.17,45.7,Wallet,3.0,No,10.0,99665.87,12380.31
ORD13423,2022-07-30,July,Q3,East,Mumbai,Electronics,Mobiles,Product_179,Alice,In-Store,CUST6618,Corporate,22.0,Male,84.0,157.26,0.01,0.15,85.88,Credit Card,1.3,No,1.0,13077.74,1066.24
ORD11967,2023-02-10,February,Q1,East,Bangalore,Toys,Puzzles,Product_116,Diana,Partner,CUST6360,VIP,34.0,Other,11.0,713.87,0.45,0.08,38.64,Cash,2.2,No,4.0,4318.91,1819.85
ORD12060,2022-12-07,December,Q4,West,Kolkata,Groceries,Dairy,Product_36,Charlie,Partner,CUST7181,VIP,24.0,Male,146.0,1450.23,0.13,0.1,77.55,Credit Card,3.3,No,2.0,184208.21,80141.01
ORD11653,2022-10-07,October,Q4,North,Chennai,Furniture,Bedroom,Product_129,Ethan,Mobile App,CUST7341,Corporate,20.0,Male,193.0,272.75,0.06,,119.73,Wallet,2.5,No,1.0,49482.3,2502.76
ORD11419,2023-04-01,April,Q2,Central,Hyderabad,Sports,Team Sports,Product_182,Diana,Online,CUST5551,Retail,53.0,Other,137.0,512.16,0.35,0.06,58.63,Credit Card,4.7,No,10.0,45607.85,14127.5
ORD11594,2022-08-20,August,Q3,North,Kolkata,Electronics,Mobiles,Product_146,Ivan,Partner,CUST2777,Retail,73.0,Female,45.0,568.42,0.38,0.13,116.23,Wallet,3.1,No,11.0,15858.92,3583.88
ORD14988,2023-09-26,September,Q3,Central,Hyderabad,Toys,Outdoor,Product_177,Hannah,In-Store,CUST4779,VIP,32.0,Other,56.0,146.68,0.24,0.11,49.49,UPI,2.3,No,7.0,,340.13
ORD10037,2022-06-09,June,Q2,South,Chennai,Beauty,Wellness,Product_3,Hannah,Telephone,CUST5358,VIP,53.0,Male,190.0,162.49,0.29,0.15,16.41,Credit Card,1.3,No,6.0,21919.9,2313.13
ORD14154,2022-09-11,September,Q3,North,Bangalore,Toys,Board Games,Product_166,Bob,Partner,CUST8456,Wholesale,21.0,Female,100.0,405.32,0.41,0.05,98.87,Debit Card,2.8,No,3.0,23913.88,8097.15
ORD14012,2022-06-18,June,Q2,North,Kolkata,Toys,Outdoor,Product_2,Diana,Partner,CUST4429,Wholesale,36.0,Male,111.0,173.35,0.38,0.16,57.22,Credit Card,1.8,No,7.0,11929.95,2997.75
ORD10026,2023-03-06,March,Q1,South,Pune,Automotive,Car Care,Product_110,Alice,Partner,CUST8546,Wholesale,30.0,Other,21.0,7.98,0.16,0.06,99.76,Credit Card,4.9,No,4.0,140.77,34.47
ORD10148,2023-07-21,July,Q3,South,Delhi,Automotive,Car Care,Product_9,George,Telephone,CUST9431,VIP,59.0,Female,96.0,982.93,0.39,0.12,53.48,Wallet,2.3,No,4.0,,14660.76
ORD12662,2022-06-29,June,Q2,East,Bangalore,Electronics,Accessories,Product_192,Ethan,Online,CUST3906,Corporate,67.0,Male,151.0,1296.37,0.4,0.18,135.62,Debit Card,2.8,No,13.0,117451.12,41873.12
ORD11407,2023-03-01,March,Q1,West,Pune,Automotive,Car Care,Product_66,Fiona,Online,CUST1720,Wholesale,74.0,Female,47.0,,0.12,0.14,59.48,Credit Card,4.0,No,10.0,25269.31,6261.89
ORD12405,2023-02-17,February,Q1,South,Delhi,Sports,Outdoor,Product_174,Fiona,Telephone,CUST3582,Wholesale,22.0,Other,172.0,536.15,0.27,0.1,19.43,Credit Card,2.3,No,13.0,67318.99,7396.62
ORD14408,2022-03-04,March,Q1,East,Lucknow,Automotive,Tools,Product_136,Alice,Partner,CUST4368,Wholesale,56.0,Female,170.0,425.21,0.28,0.13,116.49,Net Banking,2.9,No,8.0,52045.7,11044.45
ORD11630,2022-12-16,December,Q4,South,Delhi,Clothing,Men,Product_130,Alice,Mobile App,CUST9949,VIP,37.0,Female,185.0,437.01,0.38,0.1,0.2,UPI,3.3,No,7.0,50125.05,4567.11
ORD11321,2022-11-13,November,Q4,West,Lucknow,Clothing,Kids,Product_144,Diana,Partner,CUST9544,Corporate,34.0,Male,141.0,141.68,0.04,0.18,15.52,Net Banking,3.9,No,7.0,19177.8,3303.68
ORD12101,2023-03-24,March,Q1,South,Ahmedabad,Electronics,Laptops,Product_93,Charlie,Telephone,CUST4152,Retail,54.0,Female,162.0,63.85,0.16,0.12,104.65,Wallet,1.5,Yes,9.0,8688.71,3142.6
ORD14855,2022-10-04,October,Q4,North,Chennai,Groceries,Bakery,Product_42,Alice,Mobile App,CUST1361,Corporate,31.0,Female,163.0,1062.75,0.09,0.11,127.39,Net Banking,1.4,No,1.0,157637.71,25873.93
ORD13468,2023-12-12,December,Q4,Central,Kolkata,Sports,Water Sports,Product_77,Charlie,Online,CUST5031,Corporate,31.0,Other,196.0,447.78,0.15,0.15,3.72,Cash,4.6,No,,74600.15,10379.54
ORD14507,2022-11-15,November,Q4,Central,Lucknow,Furniture,Kitchen,Product_184,Fiona,In-Store,CUST8283,Corporate,51.0,Male,68.0,519.25,0.47,0.1,96.26,Wallet,2.6,No,4.0,18713.77,1137.61
ORD14774,2022-01-05,January,Q1,East,Ahmedabad,Beauty,Wellness,Product_33,George,Partner,CUST5404,VIP,42.0,Other,124.0,51.3,0.12,0.06,119.52,Credit Card,3.4,No,3.0,5597.86,690.16
ORD12798,2022-03-24,March,Q1,South,Kolkata,Automotive,Tools,Product_62,Fiona,Online,CUST7388,Corporate,34.0,Male,110.0,1234.87,0.34,0.11,79.8,Cash,1.5,Yes,1.0,89651.56,6868.84
ORD12492,2023-10-07,October,Q4,South,Lucknow,Beauty,Makeup,Product_6,Hannah,Online,CUST4768,Wholesale,63.0,Male,123.0,321.51,0.37,0.12,113.96,Net Banking,3.9,No,10.0,24913.81,4110.24
ORD13683,2022-01-02,January,Q1,East,Ahmedabad,Beauty,Fragrance,Product_70,Alice,Telephone,CUST3720,Wholesale,29.0,Male,169.0,1284.61,0.41,0.11,78.15,Cash,3.2,No,4.0,,8908.29
ORD14588,2022-07-31,July,Q3,Central,Chennai,Clothing,Men,Product_4,Charlie,In-Store,CUST8173,Wholesale,55.0,,9.0,779.74,0.24,0.14,111.42,Wallet,2.5,No,4.0,5333.42,463.92
ORD11308,2023-10-14,October,Q4,,Lucknow,Automotive,Parts,Product_143,Diana,Mobile App,CUST6194,Wholesale,50.0,Male,81.0,631.55,0.11,0.14,67.68,Net Banking,4.0,No,4.0,45528.44,14888.12
ORD12367,2022-09-12,September,Q3,South,Hyderabad,Clothing,Winter,Product_183,,Mobile App,CUST8146,Corporate,50.0,Other,27.0,416.27,0.15,0.06,138.0,Debit Card,1.5,No,14.0,9553.4,3302.05
ORD13863,2022-05-01,May,Q2,Central,Hyderabad,Furniture,Bedroom,Product_114,Fiona,In-Store,CUST4949,Retail,69.0,Other,64.0,738.22,0.37,0.13,76.99,Cash,1.3,No,8.0,29765.03,10400.35
ORD10489,2022-03-13,March,Q1,West,Kolkata,Sports,Cycling,Product_139,Fiona,Partner,CUST2722,Wholesale,29.0,Other,96.0,1127.4,0.0,0.07,141.18,Wallet,2.7,No,13.0,108230.4,47746.93
